,AELIS FP Equity_DX_SI_QTY,AELIS FP Equity_DX_SHORT_INTEREST_VALUE,AELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AELIS FP Equity_DX_SI_MV,AELIS FP Equity_DX_DSS,AELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AELIS FP Equity_DX_SUPPLY_SI_QTY,AELIS FP Equity_DX_BROKER_SI_QTY,AELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,AELIS FP Equity_DX_BROKER_SI_MV_INC_x,AELIS FP Equity_DX_BROKER_SI_QTY_ADD,AELIS FP Equity_DX_SUPPLY_SI_MV_DEC,AELIS FP Equity_DX_BROKER_SI_QTY_INC,AELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,AELIS FP Equity_DX_BROKER_SI_MV_INC_y,AELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,AELIS FP Equity_DX_BROKER_SI_MV_ADD,AELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,AELIS FP Equity_DX_BROKER_SI_QTY_DEC,AELIS FP Equity_DX_SUPPLY_SI_MV,AELIS FP Equity_DX_BROKER_SI_MV_DEC,AELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AELIS FP Equity_DX_UTILIZATION_QUANTITY,AELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,AELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AELIS FP Equity_DX_BROKER_SI_CON_RATIO,AELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AELIS FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,236808.96,0.24,0.0,,0.0,,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,231459.36,0.24,0.0,,0.0,,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,233599.2,0.23,0.0,,0.0,,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,237165.6,0.23,0.0,,0.0,,0.0
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,240732.0,0.24,0.0,,0.0,,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,242515.2,0.24,0.0,,0.0,,0.0
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,246081.6,0.24,0.0,,0.0,,0.0
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,250004.64,0.25,0.0,,0.0,,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,235739.04,0.25,0.0,,0.0,,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,242515.2,0.24,0.0,,0.0,,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,247151.52,0.24,0.0,,0.0,,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,246081.6,0.25,0.0,,0.0,,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,246081.6,0.25,0.0,,0.0,,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,247508.16,0.25,0.0,,0.0,,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,246081.6,0.25,0.0,,0.0,,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,245011.68,0.25,0.0,,0.0,,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,242515.2,0.25,0.0,,0.0,,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,244298.4,0.24,0.0,,0.0,,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,246081.6,0.24,0.0,,0.0,,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,240732.0,0.25,0.0,,0.0,,0.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,238948.8,0.24,0.0,,0.0,,0.0
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,238948.8,0.24,0.0,,0.0,,0.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,238948.8,0.24,0.0,,0.0,,0.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,237165.6,0.24,0.0,,0.0,,0.0
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,235382.4,0.24,0.0,,0.0,,0.0
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17832.0,234312.48,0.24,0.0,,0.0,,0.0
2022-04-13,20000.0,261200.0,0.19,14.63,0.16,0.26,0.0,130600.0,10000.0,10000.0,130600.0,,,10000.0,,,,,,0.13,10000.0,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-14,20000.0,262000.0,0.19,14.8,0.16,0.26,0.0,131000.0,10000.0,10000.0,131000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-15,20000.0,262000.0,0.19,14.76,0.16,0.26,0.0,131000.0,10000.0,10000.0,131000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,49.94,0.5,50.06,1.1216
2022-04-18,20000.0,262000.0,0.19,14.76,0.16,0.26,0.0,131000.0,10000.0,10000.0,131000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,49.92,0.5,50.08,1.1216
2022-04-19,20000.0,268000.0,0.19,14.76,0.16,0.26,0.0,134000.0,10000.0,10000.0,134000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-20,20000.0,270000.0,0.19,16.52,0.16,0.27,0.0,135000.0,10000.0,10000.0,135000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-21,20000.0,270000.0,0.19,16.85,0.16,0.27,0.0,135000.0,10000.0,10000.0,135000.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-22,20000.0,269600.0,0.19,17.16,0.16,0.27,0.0,134800.0,10000.0,10000.0,134800.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-25,20000.0,269600.0,0.19,17.75,0.16,0.27,0.0,134800.0,10000.0,10000.0,134800.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-26,20000.0,268400.0,0.19,18.73,0.16,0.27,0.0,134200.0,10000.0,10000.0,134200.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-27,20000.0,271200.0,0.19,19.68,0.16,0.27,0.0,135600.0,10000.0,10000.0,135600.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-28,20000.0,270000.0,0.19,20.94,0.16,0.27,0.0,135000.0,10000.0,10000.0,135000.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-04-29,20000.0,271200.0,0.19,22.55,0.16,0.27,0.0,135600.0,10000.0,10000.0,135600.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-02,20000.0,270800.0,0.19,24.72,0.16,0.27,0.0,135400.0,10000.0,10000.0,135400.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-03,20000.0,270000.0,0.19,25.2,0.16,0.27,0.0,135000.0,10000.0,10000.0,135000.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-04,20000.0,248000.0,0.19,40.43,0.16,0.27,0.0,124000.0,10000.0,10000.0,124000.0,,,,,,,,,,,,0.14,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-05,20000.0,252000.0,0.19,36.52,0.16,0.25,0.0,126000.0,10000.0,10000.0,126000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-06,20000.0,250000.0,0.19,37.47,0.16,0.25,0.0,125000.0,10000.0,10000.0,125000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-09,20000.0,260000.0,0.19,38.01,0.16,0.25,0.0,130000.0,10000.0,10000.0,130000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-10,20000.0,258000.0,0.19,37.92,0.16,0.26,0.0,129000.0,10000.0,10000.0,129000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-11,20000.0,258000.0,0.19,38.91,0.16,0.26,0.0,129000.0,10000.0,10000.0,129000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-12,20000.0,256000.0,0.19,39.63,0.16,0.26,0.0,128000.0,10000.0,10000.0,128000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-13,20000.0,258000.0,0.19,39.27,0.16,0.26,0.0,129000.0,10000.0,10000.0,129000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-16,20000.0,256000.0,0.19,16.92,0.16,0.26,0.0,128000.0,10000.0,10000.0,128000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-17,20000.0,253600.0,0.19,17.03,0.16,0.26,0.0,126800.0,10000.0,10000.0,126800.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,49.73,0.5,50.27,1.1216
2022-05-18,20000.0,246000.0,0.19,17.02,0.16,0.25,0.0,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.13,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-19,20000.0,243200.0,0.19,17.06,0.16,0.25,0.0,121600.0,10000.0,10000.0,121600.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-20,20000.0,244000.0,0.19,16.83,0.16,0.24,0.0,122000.0,10000.0,10000.0,122000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-23,20000.0,248000.0,0.19,16.8,0.16,0.24,0.0,124000.0,10000.0,10000.0,124000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-24,20000.0,246800.0,0.19,16.84,0.16,0.25,0.0,123400.0,10000.0,10000.0,123400.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-25,20000.0,243200.0,0.19,17.03,0.16,0.25,0.0,121600.0,10000.0,10000.0,121600.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-26,20000.0,242000.0,0.19,16.98,0.16,0.24,0.0,121000.0,10000.0,10000.0,121000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-27,20000.0,245600.0,0.19,17.0,0.16,0.24,0.0,122800.0,10000.0,10000.0,122800.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-30,20000.0,245600.0,0.19,17.12,0.16,0.25,0.0,122800.0,10000.0,10000.0,122800.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-05-31,20000.0,245200.0,0.19,17.51,0.16,0.25,0.0,122600.0,10000.0,10000.0,122600.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-01,20000.0,245600.0,0.19,18.21,0.16,0.25,0.0,122800.0,10000.0,10000.0,122800.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-02,20000.0,247200.0,0.19,19.12,0.16,0.25,0.0,123600.0,10000.0,10000.0,123600.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-03,20000.0,246000.0,0.19,18.9,0.16,0.25,0.0,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-06,20000.0,246000.0,0.19,18.74,0.16,0.25,0.0,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,49.75,0.5,50.25,1.1216
2022-06-07,20000.0,245600.0,0.19,18.77,0.16,0.25,0.0,122800.0,10000.0,10000.0,122800.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-08,20000.0,246000.0,0.19,18.75,0.16,0.25,0.0,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-09,20000.0,242000.0,0.19,18.63,0.16,0.25,0.0,121000.0,10000.0,10000.0,121000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-10,20000.0,236800.0,0.19,18.22,0.16,0.24,0.0,118400.0,10000.0,10000.0,118400.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-13,20000.0,232000.0,0.19,17.79,0.16,0.24,0.0,116000.0,10000.0,10000.0,116000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-14,20000.0,230000.0,0.19,18.27,0.16,0.23,0.0,115000.0,10000.0,10000.0,115000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-15,20000.0,234800.0,0.19,18.39,0.16,0.23,0.0,117400.0,10000.0,10000.0,117400.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-16,20000.0,234000.0,0.19,19.74,0.16,0.23,0.0,117000.0,10000.0,10000.0,117000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-17,20000.0,228000.0,0.19,19.8,0.16,0.23,0.0,114000.0,10000.0,10000.0,114000.0,,,,,,,,,,,,0.12,,100.0,56.08,0.0,0.0,0.0,100.0,49.35,0.5001,50.65,1.1216
2022-06-20,20000.0,228000.0,0.19,19.74,0.16,0.23,0.0,114000.0,10000.0,10000.0,114000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-21,20000.0,226800.0,0.19,19.58,0.16,0.23,0.0,113400.0,10000.0,10000.0,113400.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-22,20000.0,228000.0,0.19,19.58,0.16,0.23,0.0,114000.0,10000.0,10000.0,114000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-23,20000.0,229600.0,0.19,14.98,0.16,0.23,0.0,114800.0,10000.0,10000.0,114800.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-24,20000.0,228400.0,0.19,15.04,0.16,0.23,0.0,114200.0,10000.0,10000.0,114200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-27,20000.0,226000.0,0.19,30.6,0.16,0.23,0.0,113000.0,10000.0,10000.0,113000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-28,20000.0,228000.0,0.19,30.55,0.16,0.23,0.0,114000.0,10000.0,10000.0,114000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-29,20000.0,226000.0,0.19,31.2,0.16,0.23,0.0,113000.0,10000.0,10000.0,113000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-06-30,20000.0,224800.0,0.19,32.13,0.16,0.23,0.0,112400.0,10000.0,10000.0,112400.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-01,20000.0,224800.0,0.19,32.78,0.16,0.22,0.0,112400.0,10000.0,10000.0,112400.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-04,20000.0,224800.0,0.19,33.4,0.16,0.22,0.0,112400.0,10000.0,10000.0,112400.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-05,20000.0,222400.0,0.19,32.49,0.16,0.22,0.0,111200.0,10000.0,10000.0,111200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-06,20000.0,222400.0,0.19,31.97,0.16,0.22,0.0,111200.0,10000.0,10000.0,111200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-07,20000.0,220000.0,0.19,32.06,0.16,0.22,0.0,110000.0,10000.0,10000.0,110000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-08,20000.0,222400.0,0.19,31.83,0.16,0.22,0.0,111200.0,10000.0,10000.0,111200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-11,20000.0,220000.0,0.19,31.82,0.16,0.22,0.0,110000.0,10000.0,10000.0,110000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-12,20000.0,218400.0,0.19,30.91,0.16,0.22,0.0,109200.0,10000.0,10000.0,109200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-13,20000.0,222000.0,0.19,30.26,0.16,0.22,0.0,111000.0,10000.0,10000.0,111000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-14,20000.0,220000.0,0.19,21.64,0.16,0.22,0.0,110000.0,10000.0,10000.0,110000.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-15,20000.0,218400.0,0.19,20.22,0.16,0.22,0.0,109200.0,10000.0,10000.0,109200.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-18,20000.0,221600.0,0.19,20.52,0.16,0.22,0.0,110800.0,10000.0,10000.0,110800.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-19,20000.0,218800.0,0.19,20.55,0.16,0.22,0.0,109400.0,10000.0,10000.0,109400.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-20,20000.0,219200.0,0.19,20.77,0.16,0.22,0.0,109600.0,10000.0,10000.0,109600.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,49.6,0.5,50.4,1.1216
2022-07-21,20000.0,219200.0,0.19,21.02,0.16,0.22,0.0,109600.0,10000.0,10000.0,109600.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
2022-07-22,20000.0,221200.0,0.19,21.49,0.16,0.22,0.0,110600.0,10000.0,10000.0,110600.0,,,,,,,,,,,,0.11,,100.0,56.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.1216
