,EEM FP Equity_DX_SI_QTY,EEM FP Equity_DX_SHORT_INTEREST_VALUE,EEM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEM FP Equity_DX_SI_MV,EEM FP Equity_DX_DSS,EEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEM FP Equity_DX_SUPPLY_SI_QTY,EEM FP Equity_DX_BROKER_SI_QTY,EEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEM FP Equity_DX_BROKER_SI_MV_NEW_x,EEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEM FP Equity_DX_BROKER_SI_MV_INC_x,EEM FP Equity_DX_BROKER_SI_QTY_ADD,EEM FP Equity_DX_BROKER_SI_QTY_NEW,EEM FP Equity_DX_SUPPLY_SI_MV_DEC,EEM FP Equity_DX_BROKER_SI_QTY_INC,EEM FP Equity_DX_SUPPLY_SI_QTY_DEC,EEM FP Equity_DX_BROKER_SI_MV_NEW_y,EEM FP Equity_DX_BROKER_SI_MV_INC_y,EEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEM FP Equity_DX_BROKER_SI_MV_ADD,EEM FP Equity_DX_SUPPLY_SI_QTY_ADD,EEM FP Equity_DX_BROKER_SI_QTY_DEC,EEM FP Equity_DX_SUPPLY_SI_MV,EEM FP Equity_DX_BROKER_SI_MV_DEC,EEM FP Equity_DX_BROKER_SI_MV_RMV,EEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEM FP Equity_DX_UTILIZATION_QUANTITY,EEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEM FP Equity_DX_ACTIVE_UTILIZATION_MV,EEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEM FP Equity_DX_BROKER_SI_CON_RATIO,EEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEM FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.5,,0.0,,0.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.68,,0.0,,0.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.72,,1.0,100.0,0.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.67,,1.0,100.0,0.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.21,,1.0,100.0,0.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.43,,1.0,100.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.74,,1.0,100.0,0.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.45,,1.0,100.0,0.0
2006-06-14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.92,,1.0,100.0,0.0
2006-06-21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.66,,1.0,100.0,0.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.11,,1.0,100.0,0.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.47,,1.0,100.0,0.0
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.97,,1.0,100.0,0.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.25,,1.0,100.0,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.76,,1.0,100.0,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.85,,1.0,100.0,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.31,,1.0,100.0,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.84,,1.0,100.0,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.24,,1.0,100.0,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.04,,1.0,100.0,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.15,,1.0,100.0,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.52,,1.0,100.0,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.06,,1.0,100.0,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.67,,1.0,100.0,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.86,,1.0,100.0,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.71,,1.0,100.0,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.25,,1.0,100.0,0.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.19,,1.0,100.0,0.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.45,,1.0,100.0,0.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.07,,1.0,100.0,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.76,,1.0,100.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.97,,1.0,100.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.76,,1.0,100.0,0.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,50.14,,1.0,100.0,0.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.92,,1.0,100.0,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,49.7,,1.0,100.0,0.0
2006-08-07,559.0,7082.58,0.02,0.11,0.02,0.01,0.0,3509.61,282.0,277.0,3572.96,,282.0,0.0,,,,277.0,,,0.0,282.0,,,,0.0,,,50.11,50.11,281.0,3560.29,0.0,50.11,,1.0,100.0,0.9929
2006-08-08,549.0,7088.79,0.02,0.11,0.02,0.01,0.0,3576.68,272.0,277.0,3512.12,,,,,,0.0,,10.0,,,,,,,0.0,,,49.99,49.99,272.0,3512.12,0.0,49.99,,1.0,100.0,1.0073
2006-08-09,559.0,7150.25,0.02,0.11,0.02,0.01,0.0,3543.14,282.0,277.0,3607.1,,10.0,,,,,,,,,10.0,,,,0.0,,,49.86,49.86,284.0,3632.68,0.0,49.86,,1.0,100.0,0.9894
2006-08-10,552.0,7038.43,0.02,0.11,0.02,0.01,0.0,3531.97,275.0,277.0,3506.47,,,,,,0.0,,7.0,,,,,,,0.0,,,50.28,50.28,272.0,3468.21,0.0,50.28,,1.0,100.0,1.011
2006-08-11,552.0,7002.8,0.02,0.11,0.02,0.01,0.0,3514.08,275.0,277.0,3488.71,,0.0,,,,,,,,,0.0,,,,0.0,,,50.28,50.28,272.0,3450.65,0.0,50.28,,1.0,100.0,1.011
2006-08-14,549.0,7044.49,0.02,0.11,0.02,0.01,0.0,3554.32,272.0,277.0,3490.16,,,,,,0.0,,3.0,,,,,,,0.0,,,50.01,50.01,272.0,3490.16,0.0,50.01,,1.0,100.0,1.0092
2006-08-15,555.0,7117.0,0.02,0.12,0.02,0.01,0.0,3552.09,278.0,277.0,3564.91,,6.0,,,,,,,,,6.0,,,,0.0,,,49.75,49.75,281.0,3603.38,0.0,49.75,,1.0,100.0,0.9911
2006-08-16,555.0,7076.69,0.02,0.12,0.02,0.01,0.0,3531.97,278.0,277.0,3544.72,,,,,,0.0,,0.0,,,,,,,0.0,,,49.79,49.79,281.0,3582.97,0.0,49.79,,1.0,100.0,0.9928
2006-08-17,554.0,7081.82,0.02,0.12,0.02,0.01,0.0,3540.91,277.0,277.0,3540.91,,,,,,0.0,,2.0,,,,,,,0.0,,,50.06,50.06,276.0,3528.13,0.0,50.06,,1.0,100.0,1.0018
2006-08-18,554.0,6755.45,0.02,0.12,0.02,0.01,0.0,3377.72,277.0,277.0,3377.72,,1.0,,,,,,,,,1.0,,,,0.0,,,50.01,50.01,277.0,3377.72,0.0,50.01,,1.0,100.0,0.9982
2006-08-21,541.0,6771.56,0.02,0.12,0.02,0.01,0.0,3467.14,264.0,277.0,3304.42,,,,,,0.0,,13.0,,,,,,,0.0,,,49.74,49.74,267.0,3341.97,0.0,49.74,,1.0,100.0,1.0188
2006-08-22,563.0,7042.39,0.02,0.14,0.02,0.01,0.0,3464.9,286.0,277.0,3577.48,,22.0,,,,,,,,,22.0,,,,0.0,,,50.33,50.33,282.0,3527.45,0.0,50.33,,1.0,100.0,0.9912
2006-08-23,552.0,6797.88,0.02,0.18,0.02,0.01,0.0,3411.25,275.0,277.0,3386.62,,,,,,0.0,,11.0,,,,,,,0.0,,,50.06,50.06,274.0,3374.31,0.0,50.06,,1.0,100.0,1.0055
2006-08-24,549.0,6911.57,0.02,0.18,0.02,0.01,0.0,3487.26,272.0,277.0,3424.31,,,,,,0.0,,2.0,,,,,,,0.0,,,50.06,50.06,272.0,3424.31,0.0,50.06,,1.0,100.0,1.0092
2006-08-25,560.0,7140.44,0.02,0.19,0.02,0.01,0.0,3531.97,283.0,277.0,3608.47,,10.0,,,,,,,,,10.0,,,,0.0,,,50.05,50.05,282.0,3595.72,0.0,50.05,,1.0,100.0,0.9912
2006-08-28,557.0,6863.95,0.02,0.19,0.02,0.01,0.0,3413.49,280.0,277.0,3450.46,,,,,,0.0,,2.0,,,,,,,0.0,,,49.87,49.87,282.0,3475.11,0.0,49.87,,1.0,100.0,0.9911
2006-08-29,545.0,6711.67,0.02,0.19,0.02,0.01,0.0,3411.25,268.0,277.0,3300.42,,,,,,0.0,,12.0,,,,,,,0.0,,,49.81,49.81,270.0,3325.05,0.0,49.81,,1.0,100.0,1.013
2006-08-30,555.0,6807.95,0.02,0.2,0.02,0.01,0.0,3397.84,278.0,277.0,3410.11,,10.0,,,,,,,,,10.0,,,,0.0,,,49.97,49.97,278.0,3410.11,0.0,49.97,,1.0,100.0,0.9982
2006-08-31,553.0,6828.05,0.02,0.2,0.02,0.01,0.0,3420.2,276.0,277.0,3407.85,,,,,,0.0,,2.0,,,,,,,0.0,,,50.09,50.09,275.0,3395.5,0.0,50.09,,1.0,100.0,1.0036
2006-09-01,555.0,6816.91,0.02,0.22,0.02,0.01,0.0,3402.31,278.0,277.0,3414.6,,2.0,,,,,,,,,2.0,,,,0.0,,,49.88,49.88,280.0,3439.16,0.0,49.88,,1.0,100.0,0.9946
2006-09-04,553.0,6828.05,0.02,0.25,0.02,0.01,0.0,3420.2,276.0,277.0,3407.85,,,,,,0.0,,2.0,,,,,,,0.0,,,49.81,49.81,278.0,3432.54,0.0,49.81,,1.0,100.0,0.9982
2006-09-05,557.0,6832.48,0.02,0.26,0.02,0.01,0.0,3397.84,280.0,277.0,3434.64,,4.0,,,,,,,,,4.0,,,,0.0,,,50.17,50.17,278.0,3410.11,0.0,50.17,,1.0,100.0,1.0
2006-09-06,552.0,6454.87,0.02,0.25,0.02,0.01,0.0,3239.13,275.0,277.0,3215.74,,,,,,0.0,,5.0,,,,,,,0.0,,,50.05,50.05,274.0,3204.05,0.0,50.05,,1.0,100.0,1.0055
2006-09-07,541.0,6745.37,0.02,0.24,0.02,0.01,0.0,3453.73,264.0,277.0,3291.64,,,,,,0.0,,11.0,,,,,,,0.0,,,50.29,50.29,261.0,3254.23,0.0,50.29,,1.0,100.0,1.0324
2006-09-08,570.0,6927.55,0.02,0.22,0.02,0.01,0.0,3366.55,293.0,277.0,3561.0,,30.0,,,,,,,,,30.0,,,,0.0,,,50.23,50.23,291.0,3536.7,0.0,50.23,,1.0,100.0,0.976
2006-09-11,546.0,6618.24,0.02,0.22,0.02,0.01,0.0,3357.6,269.0,277.0,3260.63,,,,,,0.0,,25.0,,,,,,,0.0,,,49.89,49.89,270.0,3272.76,0.0,49.89,,1.0,100.0,1.013
2006-09-12,552.0,6797.88,0.02,0.24,0.02,0.01,0.0,3411.25,275.0,277.0,3386.62,,7.0,,,,,,,,,7.0,,,,0.0,,,50.04,50.04,275.0,3386.62,0.0,50.04,,1.0,100.0,1.0036
2006-09-13,558.0,7114.94,0.02,0.24,0.02,0.01,0.0,3531.97,281.0,277.0,3582.97,,6.0,,,,,,,,,6.0,,,,0.0,,,49.98,49.98,281.0,3582.97,0.0,49.98,,1.0,100.0,0.9929
2006-09-14,564.0,6727.19,0.02,0.24,0.02,0.01,0.0,3303.95,287.0,277.0,3423.23,,6.0,,,,,,,,,6.0,,,,0.0,,,49.88,49.88,288.0,3435.16,0.0,49.88,,1.0,100.0,0.9809
2006-09-15,537.0,6478.81,0.02,0.21,0.02,0.01,0.0,3341.96,260.0,277.0,3136.85,,,,,,0.0,,27.0,,,,,,,0.0,,,50.21,50.21,257.0,3100.66,0.0,50.21,,1.0,100.0,1.0387
2006-09-18,556.0,6721.5,0.02,0.21,0.02,0.01,0.0,3348.66,279.0,277.0,3372.84,,19.0,,,,,,,,,19.0,,,,0.0,,,49.79,49.79,281.0,3397.02,0.0,49.79,,1.0,100.0,0.9929
2006-09-19,554.0,6697.33,0.02,0.21,0.02,0.01,0.0,3348.66,277.0,277.0,3348.66,,,,,,0.0,,2.0,,,,,,,0.0,,,50.09,50.09,276.0,3336.57,0.0,50.09,,1.0,100.0,1.0018
2006-09-20,553.0,6694.16,0.02,0.21,0.02,0.01,0.0,3353.13,276.0,277.0,3341.03,,,,,,0.0,,1.0,,,,,,,0.0,,,49.97,49.97,277.0,3353.13,0.0,49.97,,1.0,100.0,1.0
2006-09-21,554.0,6818.04,0.02,0.21,0.02,0.01,0.0,3409.02,277.0,277.0,3409.02,,1.0,,,,,,,,,1.0,,,,0.0,,,49.63,49.63,281.0,3458.25,0.0,49.63,,1.0,100.0,0.9928
2006-09-22,560.0,6747.26,0.02,0.22,0.02,0.01,0.0,3337.49,283.0,277.0,3409.78,,6.0,,,,,,,,,6.0,,,,0.0,,,49.98,49.98,284.0,3421.83,0.0,49.98,,1.0,100.0,0.9877
2006-09-25,548.0,6598.26,0.02,0.22,0.02,0.01,0.0,3335.25,271.0,277.0,3263.01,,,,,,0.0,,12.0,,,,,,,0.0,,,50.12,50.12,270.0,3250.97,0.0,50.12,,1.0,100.0,1.0129
2006-09-26,553.0,7042.26,0.02,0.22,0.02,0.01,0.0,3527.5,276.0,277.0,3514.76,,5.0,,,,,,,,,5.0,,,,0.0,,,50.22,50.22,274.0,3489.29,0.0,50.22,,1.0,100.0,1.0055
2006-09-27,568.0,7196.61,0.02,0.21,0.02,0.01,0.0,3509.61,291.0,277.0,3686.99,,15.0,,,,,,,,,15.0,,,,0.0,,,49.93,49.93,292.0,3699.66,0.0,49.93,,1.0,100.0,0.9743
2006-09-28,553.0,7140.44,0.02,0.2,0.02,0.01,0.0,3576.68,276.0,277.0,3563.76,,,,,,0.0,,16.0,,,,,,,0.0,,,49.99,49.99,276.0,3563.76,0.0,49.99,,1.0,100.0,1.0036
2006-09-29,559.0,7217.91,0.02,0.19,0.02,0.01,0.0,3576.68,282.0,277.0,3641.24,,7.0,,,,,,,,,7.0,,,,0.0,,,50.09,50.09,281.0,3628.32,0.0,50.09,,1.0,100.0,0.9929
2006-10-02,556.0,6856.11,0.02,0.18,0.02,0.01,0.0,3415.73,279.0,277.0,3440.39,,,,,,0.0,,3.0,,,,,,,0.0,,,49.73,49.73,282.0,3477.38,0.0,49.73,,1.0,100.0,0.9893
2006-10-03,542.0,6670.36,0.02,0.18,0.02,0.01,0.0,3409.02,265.0,277.0,3261.34,,,,,,0.0,,14.0,,,,,,,0.0,,,50.01,50.01,265.0,3261.34,0.0,50.01,,1.0,100.0,1.0226
2006-10-04,553.0,6819.12,0.02,0.18,0.02,0.01,0.0,3415.73,276.0,277.0,3403.39,,11.0,,,,,,,,,11.0,,,,0.0,,,50.04,50.04,276.0,3403.39,0.0,50.04,,1.0,100.0,1.0018
2006-10-05,554.0,6786.74,0.02,0.19,0.02,0.01,0.0,3393.37,277.0,277.0,3393.37,,1.0,,,,,,,,,1.0,,,,0.0,,,50.07,50.07,276.0,3381.12,0.0,50.07,,1.0,100.0,1.0
2006-10-06,277.0,3384.43,0.01,0.09,0.01,0.0,0.0,3384.43,0.0,277.0,0.0,,,,,,0.0,,277.0,,,,,,,0.0,,,0.0,0.0,546.0,6671.11,0.01,0.0,,1.0,100.0,0.5073
2006-10-09,277.0,3406.78,0.01,0.09,0.01,0.0,0.0,3406.78,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,544.0,6690.58,0.01,0.0,,1.0,100.0,0.5092
2006-10-10,277.0,3409.02,0.01,0.09,0.01,0.0,0.0,3409.02,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,549.0,6756.5,0.01,0.0,,1.0,100.0,0.5046
2006-10-11,277.0,3464.9,0.01,0.09,0.01,0.0,0.0,3464.9,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,545.0,6817.23,0.01,0.0,,1.0,100.0,0.5083
2006-10-12,277.0,3552.09,0.01,0.1,0.01,0.0,0.0,3552.09,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,555.0,7117.0,0.01,0.0,,1.0,100.0,0.4991
2006-10-13,277.0,3527.5,0.01,0.09,0.01,0.0,0.0,3527.5,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,567.0,7220.54,0.01,0.0,,1.0,100.0,0.4885
2006-10-16,277.0,3509.61,0.01,0.09,0.01,0.0,0.0,3509.61,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,564.0,7145.93,0.01,0.0,,1.0,100.0,0.4911
2006-10-17,277.0,3404.55,0.01,0.09,0.01,0.0,0.0,3404.55,0.0,277.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,562.0,6907.42,0.01,0.0,,1.0,100.0,0.4929
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,277.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
