,FMI FP Equity_DX_SI_QTY,FMI FP Equity_DX_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FMI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FMI FP Equity_DX_SI_MV,FMI FP Equity_DX_DSS,FMI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY,FMI FP Equity_DX_BROKER_SI_QTY,FMI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FMI FP Equity_DX_BROKER_SI_MV_NEW_x,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_x,FMI FP Equity_DX_BROKER_SI_MV_INC_x,FMI FP Equity_DX_BROKER_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_NEW,FMI FP Equity_DX_SUPPLY_SI_MV_DEC,FMI FP Equity_DX_BROKER_SI_QTY_INC,FMI FP Equity_DX_SUPPLY_SI_QTY_DEC,FMI FP Equity_DX_BROKER_SI_MV_NEW_y,FMI FP Equity_DX_BROKER_SI_MV_INC_y,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_y,FMI FP Equity_DX_BROKER_SI_MV_ADD,FMI FP Equity_DX_SUPPLY_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_DEC,FMI FP Equity_DX_SUPPLY_SI_MV,FMI FP Equity_DX_BROKER_SI_MV_DEC,FMI FP Equity_DX_SUPPLY_SI_MV_RMV,FMI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FMI FP Equity_DX_UTILIZATION_QUANTITY,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FMI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FMI FP Equity_DX_ACTIVE_UTILIZATION_MV,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FMI FP Equity_DX_BROKER_SI_CON_RATIO,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FMI FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-03-15,26000.0,836030.0,3.02,7.67,0.86,,836030.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-16,26000.0,814970.0,3.04,7.67,0.84,,814970.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-17,26000.0,826930.0,3.17,7.67,0.82,,826930.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-18,26000.0,830700.0,3.2,7.67,0.83,,830700.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-21,26000.0,842920.0,3.02,7.67,0.83,,842920.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-22,26000.0,843960.0,2.99,7.67,0.84,,843960.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-23,26000.0,850070.0,2.99,7.67,0.84,,850070.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-24,26000.0,861380.0,3.0,7.67,0.85,,861380.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-25,38100.0,1261300.5,5.07,11.24,1.26,,1261300.5,0.0,38100.0,0.0,,,0.41,,,,12100.0,,,0.41,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-28,38100.0,1262253.0,5.04,11.24,1.26,,1262253.0,0.0,38100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-29,38100.0,1251394.5,5.07,11.24,1.27,,1251394.5,0.0,38100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-03-30,38100.0,1261110.0,5.07,11.24,1.25,,1261110.0,0.0,38100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-05-25,23200.0,741356.0,3.4,6.84,0.74,,741356.0,0.0,23200.0,0.0,,,,23200.0,,,,,,,,0.74,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-05-26,23200.0,736600.0,3.19,6.84,0.74,,736600.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-05-27,36700.0,1173849.5,4.76,10.83,1.17,,1173849.5,0.0,36700.0,0.0,,,,13500.0,,,,,,,,0.43,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.76,0.535,63.24,0.0
2011-05-30,36700.0,1172198.0,4.73,10.83,1.17,,1172198.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.82,0.5348,63.18,0.0
2011-05-31,36700.0,1187979.0,4.73,10.83,1.18,,1187979.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.47,0.5366,63.53,0.0
2011-06-01,36700.0,1176051.5,4.67,10.83,1.17,,1176051.5,0.0,36700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.71,0.5353,63.29,0.0
2011-06-02,36700.0,1163757.0,4.67,10.83,1.17,,1163757.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.0,0.5338,63.0,0.0
2011-06-03,23200.0,741240.0,2.95,6.84,0.73,,741240.0,0.0,23200.0,0.0,,,,,,,,,,,,,,13500.0,0.0,0.43,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-06,23200.0,730800.0,3.13,6.84,0.73,,730800.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-07,23200.0,732772.0,3.13,6.84,0.73,,732772.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-08,23200.0,723724.0,3.13,6.84,0.72,,723724.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-09,23200.0,725928.0,2.93,6.84,0.72,,725928.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-10,23200.0,716880.0,2.93,6.84,0.72,,716880.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-13,23200.0,715256.0,2.93,6.84,0.72,,715256.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-14,23200.0,724884.0,2.93,6.84,0.72,,724884.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-15,23200.0,709456.0,2.72,6.84,0.71,,709456.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-16,23200.0,707252.0,2.72,6.84,0.71,,707252.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-17,23200.0,714096.0,2.72,6.84,0.71,,714096.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-20,23200.0,706904.0,2.54,6.84,0.71,,706904.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-21,23200.0,719200.0,2.54,6.84,0.72,,719200.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-22,23200.0,717228.0,2.56,6.84,0.71,,717228.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-23,23200.0,700060.0,3.22,6.84,0.7,,700060.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-24,23200.0,685908.0,3.49,6.84,0.69,,685908.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-27,23200.0,691360.0,3.77,6.84,0.69,,691360.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-28,23200.0,696696.0,4.6,6.84,0.7,,696696.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-29,23200.0,703076.0,4.1,6.84,0.7,,703076.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-06-30,23200.0,714328.0,4.1,6.84,0.71,,714328.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-01,23200.0,734860.0,4.29,6.84,0.74,,734860.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-04,23200.0,733468.0,6.04,6.84,0.73,,733468.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-05,23200.0,726856.0,6.84,6.84,0.72,,726856.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-06,23200.0,709456.0,6.84,6.84,0.71,,709456.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-07,23200.0,705396.0,7.88,6.84,0.71,,705396.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-08,23200.0,681616.0,6.84,6.84,0.71,,681616.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-11,23200.0,656676.0,6.93,6.84,0.66,,656676.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-12,23200.0,662128.0,6.93,6.84,0.66,,662128.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-13,23200.0,674192.0,5.4,6.84,0.68,,674192.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-14,23200.0,667348.0,5.41,6.84,0.67,,667348.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-15,23200.0,660968.0,5.41,6.84,0.66,,660968.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-18,23200.0,641132.0,5.41,6.84,0.64,,641132.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-19,23200.0,651920.0,5.41,6.84,0.65,,651920.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-20,23200.0,670828.0,5.41,6.84,0.67,,670828.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-21,23200.0,697856.0,6.13,6.84,0.7,,697856.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-22,23200.0,699364.0,6.13,6.84,0.7,,699364.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-25,23200.0,681152.0,6.13,6.84,0.68,,681152.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-26,23200.0,681036.0,6.13,6.84,0.68,,681036.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-27,23200.0,664912.0,7.3,6.84,0.67,,664912.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-28,23200.0,665376.0,7.3,6.84,0.67,,665376.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-07-29,23200.0,661664.0,7.27,6.84,0.66,,661664.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-01,23200.0,633476.0,8.95,6.84,0.63,,633476.0,0.0,23200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-24,17700.0,408604.5,6.08,5.22,0.41,,408604.5,0.0,17700.0,0.0,,,,17700.0,,,,,,,,0.41,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-25,17700.0,408604.5,4.6,5.22,0.41,,408604.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-26,17700.0,405595.5,4.6,5.22,0.41,,405595.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-29,17700.0,412675.5,4.23,5.22,0.41,,412675.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-30,17700.0,412587.0,3.71,5.22,0.41,,412587.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-08-31,17700.0,424534.5,3.71,5.22,0.42,,424534.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-01,17700.0,428782.5,3.17,5.22,0.43,,428782.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-02,17700.0,412410.0,2.76,5.22,0.41,,412410.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-05,17700.0,392586.0,2.76,5.22,0.39,,392586.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-06,17700.0,384709.5,2.6,5.22,0.39,,384709.5,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-07,17700.0,399666.0,2.41,5.22,0.4,,399666.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-08,17700.0,402675.0,2.29,5.22,0.4,,402675.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-09,17700.0,383736.0,2.25,5.22,0.38,,383736.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-09-12,17700.0,368514.0,2.25,5.22,0.37,,368514.0,0.0,17700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
