,MIVU FP Equity_DX_SI_QTY,MIVU FP Equity_DX_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MIVU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MIVU FP Equity_DX_SI_MV,MIVU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SUPPLY_SI_QTY,MIVU FP Equity_DX_BROKER_SI_QTY,MIVU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MIVU FP Equity_DX_BROKER_SI_MV_INC_x,MIVU FP Equity_DX_BROKER_SI_QTY_ADD,MIVU FP Equity_DX_SUPPLY_SI_MV_DEC,MIVU FP Equity_DX_BROKER_SI_QTY_INC,MIVU FP Equity_DX_SUPPLY_SI_QTY_DEC,MIVU FP Equity_DX_BROKER_SI_MV_INC_y,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MIVU FP Equity_DX_BROKER_SI_MV_ADD,MIVU FP Equity_DX_SUPPLY_SI_QTY_ADD,MIVU FP Equity_DX_BROKER_SI_QTY_DEC,MIVU FP Equity_DX_SUPPLY_SI_MV,MIVU FP Equity_DX_BROKER_SI_MV_DEC,MIVU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MIVU FP Equity_DX_UTILIZATION_QUANTITY,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MIVU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MIVU FP Equity_DX_ACTIVE_UTILIZATION_MV,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MIVU FP Equity_DX_BROKER_SI_CON_RATIO,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MIVU FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-12-18,4000.0,197980.0,11.76,1.13,0.2,197980.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-19,4000.0,197168.0,6.91,1.13,0.2,197168.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-20,4000.0,192976.0,6.81,1.13,0.2,192976.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-21,4000.0,193400.0,6.81,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-24,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-25,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0
2018-12-26,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-27,4000.0,191964.0,6.83,1.24,0.19,191964.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-28,4000.0,191048.0,1.65,0.99,0.19,191048.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-12-31,4000.0,192648.0,1.16,0.99,0.19,192648.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-01-01,4000.0,192648.0,1.16,0.99,0.19,192648.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0
2019-01-02,4000.0,192756.0,1.16,1.1,0.19,192756.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-01-03,4000.0,190032.0,0.63,1.1,0.19,190032.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-01-04,4000.0,192636.0,0.63,1.1,0.19,192636.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-01-07,4000.0,193620.0,0.65,1.32,0.19,193620.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-01-08,4000.0,193364.0,0.63,1.32,0.19,193364.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-22,8600.0,467246.6,0.78,0.41,0.47,467246.6,0.0,8600.0,0.0,,,8600.0,,,,,,0.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-25,8600.0,465457.8,0.78,0.41,0.47,465457.8,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-26,8600.0,469087.0,0.79,0.41,0.46,469087.0,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-27,8600.0,469577.2,0.79,0.4,0.47,469577.2,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-28,8600.0,471434.8,0.78,0.4,0.47,471434.8,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-29,26600.0,1466378.2,2.43,1.22,1.46,1466378.2,0.0,26600.0,0.0,,0.99,,,18000.0,,0.99,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-04-01,26600.0,1473294.2,2.43,1.22,1.47,1473294.2,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-04-02,26600.0,1477364.0,2.39,1.22,1.47,1477364.0,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-04-03,26600.0,1475635.0,2.39,1.22,1.48,1475635.0,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-04-04,18000.0,995742.0,1.59,0.91,1.0,995742.0,0.0,18000.0,0.0,,,,,,,,,,,8600.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-04-05,9000.0,500229.0,1.7,0.45,0.5,500229.0,0.0,9000.0,0.0,,,,,,,,,,,9000.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-06-04,5000.0,279910.0,0.13,0.12,0.28,279910.0,0.0,5000.0,0.0,,,5000.0,,,,,,0.28,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-05,5000.0,283785.0,0.13,0.12,0.28,283785.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-06,5000.0,285135.0,0.13,0.12,0.28,285135.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-07,5000.0,287410.0,0.13,0.11,0.28,287410.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-10,5000.0,287550.0,0.13,0.11,0.29,287550.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-11,5000.0,286085.0,0.13,0.11,0.29,286085.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-12,5000.0,286775.0,0.13,0.11,0.29,286775.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-13,5000.0,287945.0,0.15,0.11,0.29,287945.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-14,5000.0,290525.0,0.15,0.11,0.29,290525.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-07-12,37741.0,2246117.87,4.25,0.91,2.24,1124814.6,18841.0,18900.0,1121303.27,,,18900.0,,,,,,1.12,18841.0,,1.12,,50.0,50.0,18841.0,1121303.27,1.23,47.62,49.92,0.5,50.08,1.0016
2019-07-15,37741.0,2250722.28,4.27,0.91,2.25,1127120.4,18841.0,18900.0,1123601.88,,,,,,,,,,,,1.12,,50.0,50.0,18841.0,1123601.88,1.23,47.62,49.92,0.5,50.08,1.0016
2019-07-16,37741.0,2257364.69,4.34,0.91,2.25,1130446.8,18841.0,18900.0,1126917.89,,,,,,,,,,,,1.12,,50.0,50.0,18841.0,1126917.89,1.24,47.62,49.92,0.5,50.08,1.0016
2019-07-17,37741.0,2253175.44,4.27,0.91,2.26,1128348.9,18841.0,18900.0,1124826.54,,,,,,,,,,,,1.13,,50.0,50.0,18841.0,1124826.54,1.24,47.62,49.92,0.5,50.08,1.0016
2019-07-18,37741.0,2244419.53,4.27,0.91,2.26,1123964.1,18841.0,18900.0,1120455.43,,,,,,,,,,,,1.13,,50.0,50.0,18841.0,1120455.43,1.24,47.62,49.92,0.5,50.08,1.0016
2019-07-19,37741.0,2251703.54,4.16,0.9,2.25,1127611.8,18841.0,18900.0,1124091.74,,,,,,,,,,,,1.13,,50.0,50.0,18841.0,1124091.74,1.24,47.62,49.92,0.5,50.08,1.0016
2019-08-29,3400.0,206910.4,0.08,0.06,0.21,206910.4,1700.0,3400.0,103455.2,,,3400.0,,,,,,0.21,1700.0,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-08-30,3400.0,208372.4,0.08,0.06,0.21,208372.4,1700.0,3400.0,104186.2,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-02,78000.0,4783350.0,1.77,1.4,4.78,4783350.0,39000.0,78000.0,2391675.0,37300.0,4.57,,,74600.0,,4.57,37300.0,,,,2.39,,50.0,50.0,39000.0,2391675.0,2.63,47.62,50.0,0.5,50.0,1.0
2019-09-03,78000.0,4797546.0,1.77,1.4,4.79,4797546.0,39000.0,78000.0,2398773.0,,,,,,,,,,,,2.39,,50.0,50.0,39000.0,2398773.0,2.63,47.62,50.0,0.5,50.0,1.0
2019-09-04,81400.0,5009763.0,1.84,1.46,5.01,5009763.0,40700.0,81400.0,2504881.5,1700.0,0.25,,,3400.0,,0.25,1700.0,,,,2.51,,50.0,50.0,40700.0,2504881.5,2.76,47.62,50.0,0.5,50.0,1.0
2019-09-05,84800.0,5241233.6,1.91,1.52,5.22,5241233.6,42400.0,84800.0,2620616.8,1700.0,0.21,,,3400.0,,0.21,1700.0,,,,2.61,,50.0,50.0,42400.0,2620616.8,2.87,47.62,50.0,0.5,50.0,1.0
2019-09-06,96000.0,5941440.0,2.18,1.73,5.93,5941440.0,48000.0,96000.0,2970720.0,5600.0,0.71,,,11200.0,,0.71,5600.0,,,,2.96,,50.0,50.0,48000.0,2970720.0,3.26,47.62,50.0,0.5,50.0,1.0
2019-09-09,96000.0,5894016.0,2.17,1.73,5.94,5894016.0,48000.0,96000.0,2947008.0,,,,,,,,,,,,2.97,,50.0,50.0,48000.0,2947008.0,3.26,47.62,50.0,0.5,50.0,1.0
2019-09-10,96000.0,5813760.0,2.17,1.73,5.9,5813760.0,48000.0,96000.0,2906880.0,,,,,,,,,,,,2.95,,50.0,50.0,48000.0,2906880.0,3.24,47.62,50.0,0.5,50.0,1.0
2019-09-11,92600.0,5665916.2,2.09,1.71,5.61,5665916.2,46300.0,92600.0,2832958.1,,,,0.15,,1700.0,,,,,3400.0,2.8,0.3,50.0,50.0,46300.0,2832958.1,3.09,47.62,50.0,0.5,50.0,1.0
2019-09-12,92600.0,5687769.8,2.09,1.76,5.66,5687769.8,46300.0,92600.0,2843884.9,,,,,,,,,,,,2.83,,50.0,50.0,46300.0,2843884.9,3.12,47.62,50.0,0.5,50.0,1.0
2019-09-13,92600.0,5655915.4,1.88,1.76,5.69,5655915.4,46300.0,92600.0,2827957.7,,,,,,,,,,,,2.84,,50.0,50.0,46300.0,2827957.7,3.13,47.62,50.0,0.5,50.0,1.0
2019-09-16,92600.0,5675546.6,1.88,1.8,5.66,5675546.6,46300.0,92600.0,2837773.3,,,,,,,,,,,,2.83,,50.0,50.0,46300.0,2837773.3,3.11,47.62,50.0,0.5,50.0,1.0
2019-09-17,85800.0,5260054.8,1.74,1.67,5.26,5260054.8,42900.0,85800.0,2630027.4,,,,0.18,,3400.0,,,,,6800.0,2.63,0.36,50.0,50.0,42900.0,2630027.4,2.89,47.62,50.0,0.5,50.0,1.0
2019-09-18,85800.0,5258939.4,1.63,1.63,5.24,5258939.4,42900.0,85800.0,2629469.7,,,,,,,,,,,,2.62,,50.0,50.0,42900.0,2629469.7,2.88,47.62,50.0,0.5,50.0,1.0
2019-09-19,85800.0,5300209.2,1.63,1.58,5.26,5300209.2,42900.0,85800.0,2650104.6,,,,,,,,,,,,2.63,,50.0,50.0,42900.0,2650104.6,2.89,47.62,50.0,0.5,50.0,1.0
2019-09-20,85800.0,5316168.0,1.63,1.58,5.31,5316168.0,42900.0,85800.0,2658084.0,,,,,,,,,,,,2.65,,50.0,50.0,42900.0,2658084.0,2.92,47.62,50.0,0.5,50.0,1.0
2019-09-23,85800.0,5310333.6,1.52,1.58,5.32,5310333.6,42900.0,85800.0,2655166.8,,,,,,,,,,,,2.66,,50.0,50.0,42900.0,2655166.8,2.93,47.62,50.0,0.5,50.0,1.0
2019-09-24,85800.0,5323461.0,1.67,1.58,5.31,5323461.0,42900.0,85800.0,2661730.5,,,,,,,,,,,,2.66,,50.0,50.0,42900.0,2661730.5,2.92,47.62,50.0,0.5,50.0,1.0
2019-09-25,85800.0,5310247.8,2.04,1.58,5.32,5310247.8,42900.0,85800.0,2655123.9,,,,,,,,,,,,2.66,,50.0,50.0,42900.0,2655123.9,2.93,47.62,50.0,0.5,50.0,1.0
2019-09-26,85800.0,5325262.8,2.38,1.58,5.31,5325262.8,42900.0,85800.0,2662631.4,,,,,,,,,,,,2.65,,50.0,50.0,42900.0,2662631.4,2.92,47.62,50.0,0.5,50.0,1.0
2019-09-27,85800.0,5332041.0,2.98,1.58,5.32,5332041.0,42900.0,85800.0,2666020.5,,,,,,,,,,,,2.66,,50.0,50.0,42900.0,2666020.5,2.93,47.62,50.0,0.5,50.0,1.0
2019-09-30,85800.0,5353920.0,4.83,1.58,5.33,5353920.0,42900.0,85800.0,2676960.0,,,,,,,,,,,,2.67,,50.0,50.0,42900.0,2676960.0,2.93,47.62,50.0,0.5,50.0,1.0
2019-10-01,74600.0,4624901.6,4.73,1.37,4.65,4624901.6,37300.0,74600.0,2312450.8,,,,0.33,,5600.0,,,,,11200.0,2.33,0.66,50.0,50.0,37300.0,2312450.8,2.56,47.62,50.0,0.5,50.0,1.0
2019-10-02,74600.0,4525236.0,4.73,1.37,4.63,4525236.0,37300.0,74600.0,2262618.0,,,,,,,,,,,,2.31,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-03,74600.0,4525012.2,4.68,1.34,4.52,4525012.2,37300.0,74600.0,2262506.1,,,,,,,,,,,,2.26,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-04,74600.0,4591630.0,4.61,1.19,4.53,4591630.0,37300.0,74600.0,2295815.0,,,,,,,,,,,,2.26,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-07,74600.0,4600656.6,3.6,1.18,4.59,4600656.6,37300.0,74600.0,2300328.3,,,,,,,,,,,,2.29,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-08,74600.0,4549928.6,1.69,1.18,4.6,4549928.6,37300.0,74600.0,2274964.3,,,,,,,,,,,,2.3,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-09,127600.0,7795849.6,1.84,1.99,7.78,7795849.6,63800.0,127600.0,3897924.8,26500.0,3.19,,,53000.0,,3.19,26500.0,,,,3.89,,50.0,50.0,63800.0,3897924.8,4.28,47.62,50.0,0.5,50.0,1.0
2019-10-10,127600.0,7842296.0,1.83,1.97,7.79,7842296.0,63800.0,127600.0,3921148.0,,,,,,,,,,,,3.9,,50.0,50.0,63800.0,3921148.0,4.28,47.62,50.0,0.5,50.0,1.0
2019-10-11,127600.0,7873685.6,1.78,1.97,7.84,7873685.6,63800.0,127600.0,3936842.8,,,,,,,,,,,,3.92,,50.0,50.0,63800.0,3936842.8,4.31,47.62,50.0,0.5,50.0,1.0
2019-10-14,90300.0,5539814.7,1.22,1.4,5.56,5539814.7,63800.0,90300.0,3914066.2,,,,,,,,,,,37300.0,3.94,2.3,50.0,50.0,63800.0,3914066.2,4.33,47.62,29.23,0.5863,70.77,0.7077
2019-10-15,53000.0,3254624.0,0.72,0.8,3.25,3254624.0,26500.0,53000.0,1627312.0,,,,2.31,,37300.0,,,,,37300.0,1.63,2.31,50.0,50.0,26500.0,1627312.0,1.79,47.62,50.0,0.5,50.0,1.0
2019-10-16,53000.0,3236869.0,0.72,0.85,3.25,3236869.0,26500.0,53000.0,1618434.5,,,,,,,,,,,,1.63,,50.0,50.0,26500.0,1618434.5,1.79,47.62,50.0,0.5,50.0,1.0
2019-10-28,3400.0,206271.2,0.03,0.06,0.21,206271.2,1700.0,3400.0,103135.6,,,3400.0,,,,,,0.21,1700.0,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-29,3400.0,207423.8,0.03,0.06,0.21,207423.8,1700.0,3400.0,103711.9,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-30,3400.0,207376.2,0.03,0.06,0.21,207376.2,1700.0,3400.0,103688.1,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-31,3400.0,206002.6,0.03,0.06,0.21,206002.6,1700.0,3400.0,103001.3,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-11-01,3400.0,206665.6,0.03,0.06,0.21,206665.6,1700.0,3400.0,103332.8,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-11-04,3400.0,206410.6,0.03,0.06,0.21,206410.6,1700.0,3400.0,103205.3,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-11-05,3400.0,205795.2,0.03,0.06,0.21,205795.2,1700.0,3400.0,102897.6,,,,,,,,,,,,0.1,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-11-06,15200.0,923901.6,0.14,0.26,0.92,923901.6,7600.0,15200.0,461950.8,5900.0,0.71,,,11800.0,,0.71,5900.0,,,,0.46,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2019-11-07,18600.0,1135809.0,0.17,0.34,1.13,1135809.0,9300.0,18600.0,567904.5,1700.0,0.21,,,3400.0,,0.21,1700.0,,,,0.57,,100.0,55.03,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.1006
2019-11-08,18600.0,1135771.8,0.15,0.34,1.14,1135771.8,9300.0,18600.0,567885.9,,,,,,,,,,,,0.57,,100.0,55.03,0.0,0.0,0.0,100.0,49.99,0.5,50.01,1.1006
2019-11-11,3400.0,207026.0,0.02,0.06,0.21,207026.0,1700.0,3400.0,103513.0,,,,0.46,,7600.0,,,,,15200.0,0.1,0.93,100.0,50.0,0.0,0.0,0.0,100.0,49.85,0.5,50.15,1.0
2020-01-30,4800.0,312590.4,0.08,0.09,0.31,312590.4,2400.0,4800.0,156295.2,,,4800.0,,,,,,0.31,2400.0,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-01-31,4800.0,310574.4,0.09,0.09,0.31,310574.4,2400.0,4800.0,155287.2,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-03,4800.0,312129.6,0.09,0.09,0.31,312129.6,2400.0,4800.0,156064.8,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-04,4800.0,315499.2,0.09,0.09,0.31,315499.2,2400.0,4800.0,157749.6,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-05,4800.0,317400.0,0.1,0.09,0.32,317400.0,2400.0,4800.0,158700.0,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-06,4800.0,319209.6,0.13,0.09,0.32,319209.6,2400.0,4800.0,159604.8,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-07,4800.0,319473.6,0.12,0.09,0.32,319473.6,2400.0,4800.0,159736.8,,,,,,,,,,,,0.16,,100.0,50.0,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.0
2020-02-14,27000.0,1842966.0,0.44,0.4,1.83,1501676.0,13500.0,22000.0,921483.0,,,22000.0,,,,,,1.49,13500.0,,0.92,,50.0,50.0,13500.0,921483.0,1.01,47.62,31.48,0.3834,50.0,1.0
2020-02-17,90800.0,6220254.0,1.48,1.36,6.2,5877729.0,45400.0,85800.0,3110127.0,31900.0,4.37,,,63800.0,,4.37,31900.0,,,,3.1,,50.0,50.0,45400.0,3110127.0,3.41,47.62,44.49,0.451,50.0,1.0
2020-02-18,90800.0,6203183.6,1.44,1.36,6.21,5861598.6,45400.0,85800.0,3101591.8,,,,,,,,,,,,3.11,,50.0,50.0,45400.0,3101591.8,3.42,47.62,44.49,0.451,50.0,1.0
2020-02-19,90800.0,6242681.6,1.66,1.36,6.21,5898921.6,45400.0,85800.0,3121340.8,,,,,,,,,,,,3.11,,50.0,50.0,45400.0,3121340.8,3.42,47.62,44.49,0.451,50.0,1.0
2020-02-20,90800.0,6168225.6,1.89,1.36,6.24,5828565.6,45400.0,85800.0,3084112.8,,,,,,,,,,,,3.12,,50.0,50.0,45400.0,3084112.8,3.43,47.62,44.49,0.451,50.0,1.0
