,E40 FP Equity_DX_SI_QTY,E40 FP Equity_DX_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,E40 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,E40 FP Equity_DX_SI_MV,E40 FP Equity_DX_DSS,E40 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY,E40 FP Equity_DX_BROKER_SI_QTY,E40 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,E40 FP Equity_DX_BROKER_SI_MV_NEW_x,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,E40 FP Equity_DX_BROKER_SI_MV_INC_x,E40 FP Equity_DX_SUPPLY_SI_MV_NEW,E40 FP Equity_DX_BROKER_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_NEW,E40 FP Equity_DX_SUPPLY_SI_MV_DEC,E40 FP Equity_DX_BROKER_SI_QTY_INC,E40 FP Equity_DX_SUPPLY_SI_QTY_DEC,E40 FP Equity_DX_BROKER_SI_MV_NEW_y,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,E40 FP Equity_DX_BROKER_SI_MV_INC_y,E40 FP Equity_DX_BROKER_SI_MV_ADD,E40 FP Equity_DX_SUPPLY_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_DEC,E40 FP Equity_DX_SUPPLY_SI_MV,E40 FP Equity_DX_BROKER_SI_MV_DEC,E40 FP Equity_DX_SUPPLY_SI_MV_RMV,E40 FP Equity_DX_BROKER_SI_MV_RMV,E40 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,E40 FP Equity_DX_UTILIZATION_QUANTITY,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,E40 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,E40 FP Equity_DX_ACTIVE_UTILIZATION_MV,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,E40 FP Equity_DX_BROKER_SI_CON_RATIO,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,E40 FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-29,248800.0,8396058.05,3.07,,11.44,,8396058.05,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-04-05,248800.0,8436485.91,3.23,,11.44,,8436485.91,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-04-12,248800.0,8237580.83,3.17,,11.44,,8237580.83,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-04-19,248800.0,8349161.73,2.64,,11.44,,8349161.73,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-04-26,248800.0,8491467.8,2.3,,11.44,,8491467.8,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-05-03,248800.0,8459125.51,2.48,,11.44,,8459125.51,0.0,248800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-05-10,241700.0,8393675.92,2.96,,11.28,,8393675.92,0.0,241700.0,0.0,,,,,,,,,,,,,,,7100.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-05-17,229700.0,7440967.39,2.63,,10.62,,7440967.39,0.0,229700.0,0.0,,,,,,,,,,,,,,,12000.0,0.0,0.69,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-05-24,140100.0,4493819.92,1.07,,6.48,,4493819.92,0.0,140100.0,0.0,,,,,,,,,,,,,,,89600.0,0.0,4.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-05-31,140100.0,4582148.29,1.14,,6.48,,4582148.29,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-06-07,140100.0,4501104.73,1.08,,6.48,,4501104.73,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-06-14,208100.0,6400401.07,1.46,,9.65,,6400401.07,0.0,208100.0,0.0,,,,,68000.0,,,,,,,,3.21,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.24,0.5562,66.76,0.0
2006-06-21,388100.0,12347718.26,2.28,,18.49,,12347718.26,0.0,388100.0,0.0,,,12.06,,,,,248000.0,,,,12.06,,,68000.0,0.0,3.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-06-28,140100.0,4478339.69,0.86,,6.48,,4478339.69,0.0,140100.0,0.0,,,,,,,,,,,,,,,248000.0,0.0,12.19,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-03,140100.0,4653175.24,0.95,,6.49,,4653175.24,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-04,140100.0,4625857.18,1.11,,6.49,,4625857.18,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-05,140100.0,4580327.09,1.11,,6.49,,4580327.09,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-06,140100.0,4634052.6,1.14,,6.5,,4634052.6,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-07,140100.0,4627678.39,1.14,,6.48,,4627678.39,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-10,140100.0,4634963.2,1.13,,6.49,,4634963.2,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-11,140100.0,4580327.09,1.15,,6.51,,4580327.09,0.0,140100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-12,80400.0,2658848.08,0.69,,3.74,,2658848.08,0.0,80400.0,0.0,,,,,,,,,,,,,,,59700.0,0.0,2.79,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-13,20700.0,668005.4,0.19,,0.99,,668005.4,0.0,20700.0,0.0,,,,,,,,,,,,,,,59700.0,0.0,2.76,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-14,20700.0,659798.28,0.19,,0.98,,659798.28,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-17,20700.0,657780.14,0.19,,0.97,,657780.14,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-18,20700.0,653071.14,0.2,,0.97,,653071.14,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-19,20700.0,665987.25,0.22,,0.97,,665987.25,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-20,20700.0,671772.6,0.21,,0.97,,671772.6,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-21,20700.0,666256.34,0.24,,0.97,,666256.34,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-24,20700.0,679576.08,0.24,,0.97,,679576.08,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-25,20700.0,684419.63,0.23,,0.97,,684419.63,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-26,20700.0,681594.23,0.23,,0.99,,681594.23,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-27,20700.0,688455.91,0.23,,0.98,,688455.91,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-28,20700.0,692895.83,0.24,,0.98,,692895.83,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-31,20700.0,691684.94,0.32,,0.98,,691684.94,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-01,20700.0,683074.2,0.32,,0.98,,683074.2,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-02,20700.0,693299.46,0.31,,0.98,,693299.46,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-03,20700.0,686303.23,0.31,,0.98,,686303.23,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-04,20700.0,696393.94,0.3,,0.98,,696393.94,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-07,20700.0,684285.08,0.29,,0.99,,684285.08,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-08,20700.0,684285.08,0.29,,0.99,,684285.08,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-09,20700.0,692088.57,0.3,,0.98,,692088.57,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-10,20700.0,686841.4,0.45,,0.99,,686841.4,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-11,20700.0,687783.2,0.45,,0.99,,687783.2,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-14,20700.0,693434.0,0.47,,0.99,,693434.0,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-15,20700.0,706350.12,0.48,,0.99,,706350.12,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-16,20700.0,704601.06,0.47,,1.0,,704601.06,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-17,20700.0,708099.17,0.5,,1.0,,708099.17,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-18,20700.0,708099.17,0.5,,1.0,,708099.17,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-21,20700.0,704870.15,0.52,,1.0,,704870.15,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-22,20700.0,702582.92,0.54,,1.0,,702582.92,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-23,20700.0,703121.09,0.55,,1.0,,703121.09,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-24,20700.0,703659.26,0.55,,1.0,,703659.26,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-25,20700.0,704331.97,0.57,,1.0,,704331.97,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-28,20700.0,709713.69,0.57,,1.0,,709713.69,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-29,20700.0,713211.8,0.57,,1.01,,713211.8,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-30,20700.0,714960.86,0.57,,1.0,,714960.86,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-31,20700.0,712135.46,0.62,,1.01,,712135.46,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-01,20700.0,714019.06,0.68,,1.0,,714019.06,0.0,20700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-04,60700.0,2104812.86,1.93,,3.13,,2104812.86,0.0,60700.0,0.0,,,2.13,,,,,40000.0,,,,2.13,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-05,60700.0,2086664.52,1.95,,3.13,,2086664.52,0.0,60700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-06,60700.0,2070883.35,1.81,,3.13,,2070883.35,0.0,60700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-07,60700.0,2045238.96,1.65,,3.1,,2045238.96,0.0,60700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-08,50400.0,1703102.27,1.35,,2.55,,1703102.27,0.0,50400.0,0.0,,,,,,,,,,,,,,,10300.0,0.0,0.58,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-11,22400.0,752712.16,0.57,,1.15,,752712.16,0.0,22400.0,0.0,,,,,,,,,,,,,,,28000.0,0.0,1.39,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-12,2400.0,81942.46,0.06,,0.11,,81942.46,0.0,2400.0,0.0,,,,,,,,,,,,,,,20000.0,0.0,1.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-13,2400.0,82176.45,0.05,,0.11,,82176.45,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-14,2400.0,82379.24,0.06,,0.11,,82379.24,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-15,2400.0,82441.64,0.06,,0.11,,82441.64,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-18,2400.0,82254.45,0.06,,0.11,,82254.45,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-19,2400.0,81848.87,0.06,,0.11,,81848.87,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-20,2400.0,83003.21,0.05,,0.11,,83003.21,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-21,2400.0,83190.4,0.05,,0.11,,83190.4,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-22,2400.0,82332.44,0.05,,0.11,,82332.44,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-25,2400.0,82348.43,0.05,,0.11,,82348.43,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-26,3400.0,118041.54,0.07,,0.16,,118041.54,0.0,3400.0,0.0,,,0.05,,,,,1000.0,,,,0.05,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-27,2400.0,83659.1,0.05,,0.11,,83659.1,0.0,2400.0,0.0,,,,,,,,,,,,,,,1000.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-28,2400.0,83914.84,0.05,,0.11,,83914.84,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-09-29,2400.0,84074.68,0.05,,0.11,,84074.68,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-02,2400.0,83675.08,0.05,,0.11,,83675.08,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-03,2400.0,83227.54,0.05,,0.11,,83227.54,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-04,2400.0,83898.86,0.05,,0.11,,83898.86,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-05,2400.0,84618.13,0.05,,0.11,,84618.13,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-06,2400.0,84154.6,0.05,,0.11,,84154.6,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-09,2400.0,84474.27,0.05,,0.11,,84474.27,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-10,2400.0,84777.97,0.05,,0.11,,84777.97,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-11,2400.0,84793.95,0.05,,0.11,,84793.95,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-12,2400.0,85481.25,0.03,,0.11,,85481.25,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-13,2400.0,85513.22,0.03,,0.11,,85513.22,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-16,2400.0,85545.19,0.03,,0.11,,85545.19,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-17,2400.0,84746.0,0.03,,0.11,,84746.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-18,2400.0,85705.02,0.03,,0.11,,85705.02,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-19,2400.0,85449.28,0.03,,0.11,,85449.28,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-20,2400.0,85832.89,0.03,,0.11,,85832.89,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-23,2400.0,86472.25,0.03,,0.11,,86472.25,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-24,2400.0,86152.57,0.03,,0.11,,86152.57,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-25,2400.0,86536.18,0.04,,0.11,,86536.18,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-10-26,2400.0,86680.04,0.04,,0.11,,86680.04,0.0,2400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
