,ALSPW FP Equity_DX_SI_QTY,ALSPW FP Equity_DX_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSPW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSPW FP Equity_DX_SI_MV,ALSPW FP Equity_DX_DSS,ALSPW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SUPPLY_SI_QTY,ALSPW FP Equity_DX_BROKER_SI_QTY,ALSPW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSPW FP Equity_DX_BROKER_SI_MV_INC_x,ALSPW FP Equity_DX_BROKER_SI_QTY_ADD,ALSPW FP Equity_DX_SUPPLY_SI_MV_DEC,ALSPW FP Equity_DX_BROKER_SI_QTY_INC,ALSPW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSPW FP Equity_DX_BROKER_SI_MV_INC_y,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSPW FP Equity_DX_BROKER_SI_MV_ADD,ALSPW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSPW FP Equity_DX_BROKER_SI_QTY_DEC,ALSPW FP Equity_DX_SUPPLY_SI_MV,ALSPW FP Equity_DX_BROKER_SI_MV_DEC,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSPW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSPW FP Equity_DX_BROKER_SI_CON_RATIO,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSPW FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-03,4527.0,3196.06,0.54,0.04,0.54,0.01,2.0,2701.86,4527.0,3827.0,3196.06,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,19.27,0.5542,71.29,0.7764
2024-05-06,4527.0,2978.77,0.54,0.04,0.54,0.01,2.0,2518.17,4527.0,3827.0,2978.77,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,18.51,0.5673,72.45,0.7764
2024-05-07,4527.0,2716.2,0.54,0.04,0.54,0.01,2.0,2296.2,4527.0,3827.0,2716.2,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,17.55,0.5837,73.86,0.7764
2024-05-08,4527.0,2589.44,0.54,0.04,0.54,0.01,2.0,2189.04,4527.0,3827.0,2589.44,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,16.35,0.6051,75.63,0.7764
2024-05-09,4527.0,2761.47,0.54,0.05,0.54,0.01,2.0,2334.47,4527.0,3827.0,2761.47,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,15.91,0.6144,76.36,0.7764
2024-05-10,4527.0,2489.85,0.54,0.04,0.54,0.01,2.0,2104.85,4527.0,3827.0,2489.85,,,,,,,,,,,,0.0,,100.0,77.64,0.0,0.0,0.0,100.0,16.56,0.6013,75.32,0.7764
2024-05-13,4527.0,2489.85,0.54,0.04,0.54,0.01,2.0,2104.85,4527.0,3827.0,2489.85,,,,,,,,,,,,0.0,,100.0,61.75,0.0,0.0,0.0,100.0,15.3,0.625,77.2,0.6175
2024-05-14,5927.0,3035.81,0.71,0.05,0.71,0.01,2.0,2318.73,5227.0,4527.0,2677.27,700.0,,700.0,,,,,700.0,0.0,,,0.0,,100.0,65.09,0.0,0.0,0.0,100.0,13.3,0.4895,67.12,0.738
2024-05-15,5927.0,3088.56,0.71,0.05,0.71,0.01,2.0,2359.02,5227.0,4527.0,2723.79,,,,,,,,,,,,0.0,,100.0,65.09,0.0,0.0,0.0,100.0,12.81,0.5058,68.57,0.738
2024-05-16,5927.0,3141.31,0.71,0.05,0.71,0.01,2.0,2399.31,5227.0,4527.0,2770.31,,,,,,,,,,,,0.0,,100.0,65.09,0.0,0.0,0.0,100.0,12.98,0.5014,68.18,0.738
2024-05-17,5760.0,3018.82,0.69,0.05,0.69,0.01,2.0,2651.95,5760.0,5060.0,3018.82,533.0,0.0,,,533.0,,0.0,533.0,,,,0.0,,100.0,71.72,0.0,0.0,0.0,100.0,13.09,0.5052,68.53,0.7172
2024-05-20,5927.0,3170.95,0.71,0.05,0.71,0.01,2.0,2421.95,5227.0,4527.0,2796.45,,,,0.0,,533.0,,,,,533.0,0.0,0.0,100.0,65.09,0.0,0.0,0.0,100.0,12.98,0.5005,68.1,0.738
2024-05-21,5927.0,3295.41,0.71,0.05,0.71,0.01,2.0,2517.01,5227.0,4527.0,2906.21,,,,,,,,,,,,0.0,,100.0,65.09,0.0,0.0,0.0,100.0,13.14,0.4956,67.66,0.738
2024-05-22,8413.0,5716.63,1.01,0.08,1.01,0.01,3.0,4765.33,7713.0,7013.0,5240.98,2486.0,0.0,,,2486.0,,0.0,2486.0,,,,0.0,,100.0,73.34,0.0,0.0,0.0,100.0,29.69,0.3972,54.3,0.7999
2024-05-23,8413.0,5468.45,1.01,0.08,1.01,0.01,3.0,4558.45,7713.0,7013.0,5013.45,,,,,,,,,,,,0.01,,100.0,96.04,0.0,0.0,0.0,100.0,33.06,0.3689,49.21,1.0476
2024-05-24,8413.0,5241.3,1.01,0.08,1.01,0.01,3.0,4369.1,7713.0,7013.0,4805.2,,,,,,,,,,,,0.01,,100.0,96.04,0.0,0.0,0.0,100.0,32.32,0.3745,50.33,1.0476
2024-05-27,8413.0,5131.93,1.01,0.08,1.01,0.01,3.0,4277.93,7713.0,7013.0,4704.93,,,,,,,,,,,,0.0,,100.0,96.04,0.0,0.0,0.0,100.0,31.86,0.3798,51.22,1.0476
2024-05-28,8413.0,5436.48,1.01,0.08,1.01,0.01,3.0,4531.8,7713.0,7013.0,4984.14,,,,,,,,,,,,0.0,,100.0,96.04,0.0,0.0,0.0,100.0,31.29,0.3831,51.91,1.0476
2024-05-29,7013.0,4663.65,0.84,0.07,0.84,0.01,2.0,4198.15,7013.0,6313.0,4663.65,,,,0.0,,700.0,,,,,700.0,0.0,0.0,100.0,95.66,0.0,0.0,0.0,100.0,36.56,0.4621,56.94,0.9566
2024-05-30,7013.0,4277.93,0.84,0.08,0.84,0.01,2.0,3850.93,7013.0,6313.0,4277.93,,,,,,,,,,,,0.0,,100.0,95.66,0.0,0.0,0.0,100.0,37.19,0.4586,56.2,0.9566
2024-05-31,7013.0,6522.09,0.84,0.08,0.84,0.01,2.0,5871.09,7013.0,6313.0,6522.09,,,,,,,,,,,,0.0,,100.0,95.66,0.0,0.0,0.0,100.0,35.24,0.4699,58.46,0.9566
2024-06-03,6313.0,7449.34,0.76,0.07,0.76,0.01,2.0,7449.34,6313.0,6313.0,7449.34,,,,0.0,,700.0,,,,,,0.01,,100.0,86.11,0.0,0.0,0.0,100.0,47.89,0.5009,52.11,0.8611
2024-06-04,14513.0,16112.33,1.74,0.13,1.74,0.02,5.0,11560.51,10413.0,10413.0,11560.51,4100.0,,4100.0,,,,,4100.0,0.0,,,0.01,,100.0,88.76,0.0,0.0,0.0,100.0,25.3,0.3921,53.01,1.2371
2024-06-05,14513.0,13353.41,1.74,0.11,1.74,0.02,5.0,9581.0,10413.0,10413.0,9581.0,,,,,,,,,,,,0.01,,100.0,88.76,0.0,0.0,0.0,100.0,25.11,0.387,52.19,1.2371
2024-06-06,13313.0,11449.18,1.6,0.1,1.6,0.01,4.0,7923.18,9213.0,9213.0,7923.18,,,,0.0,,1200.0,,,,,1200.0,0.01,0.0,100.0,78.54,0.0,0.0,0.0,100.0,26.08,0.4448,59.71,1.1349
2024-06-07,5500.0,4480.3,0.66,0.04,0.66,0.01,2.0,2851.1,3500.0,3500.0,2851.1,,,,0.01,,5713.0,,,,,5713.0,0.0,0.01,100.0,36.34,0.0,0.0,0.0,100.0,34.87,0.4907,60.58,0.5711
2024-06-10,5500.0,4373.6,0.66,0.04,0.66,0.01,2.0,2783.2,3500.0,3500.0,2783.2,,,,,,,,,,,,0.0,,100.0,36.34,0.0,0.0,0.0,100.0,36.11,0.4856,59.43,0.5711
2024-06-11,5500.0,5445.0,0.66,0.04,0.66,0.01,2.0,3465.0,3500.0,3500.0,3465.0,,,,,,,,,,,,0.0,,100.0,36.34,0.0,0.0,0.0,100.0,36.67,0.4835,58.91,0.5711
2024-06-12,1500.0,1608.0,0.18,0.01,0.18,0.0,1.0,1608.0,1500.0,1500.0,1608.0,,,,0.0,,2000.0,,,,,2000.0,0.0,0.0,100.0,19.66,0.0,0.0,0.0,100.0,13.04,0.7732,86.96,0.1966
2024-06-13,1500.0,1436.85,0.18,0.01,0.18,0.0,1.0,1436.85,1500.0,1500.0,1436.85,,,,,,,,,,,,0.0,,100.0,16.08,0.0,0.0,0.0,100.0,13.97,0.7596,86.03,0.1608
2024-06-14,1500.0,1350.15,0.18,0.01,0.18,0.0,1.0,1350.15,1500.0,1500.0,1350.15,,,,,,,,,,,,0.0,,100.0,16.08,0.0,0.0,0.0,100.0,12.67,0.7786,87.33,0.1608
2024-06-17,1500.0,1380.75,0.18,0.01,0.18,0.0,1.0,1380.75,1500.0,1500.0,1380.75,,,,,,,,,,,,0.0,,100.0,16.08,0.0,0.0,0.0,100.0,12.0,0.7888,88.0,0.1608
2024-06-18,1500.0,1335.0,0.18,0.01,0.18,0.0,1.0,1335.0,1500.0,1500.0,1335.0,,,,,,,,,,,,0.0,,100.0,16.43,0.0,0.0,0.0,100.0,12.24,0.7852,87.76,0.1643
2024-06-19,1500.0,1170.75,0.18,0.01,0.18,0.0,1.0,1170.75,1500.0,1500.0,1170.75,,,,,,,,,,,,0.0,,100.0,16.43,0.0,0.0,0.0,100.0,11.88,0.7906,88.12,0.1643
2024-06-20,1500.0,1185.0,0.18,0.01,0.18,0.0,1.0,1185.0,1500.0,1500.0,1185.0,,,,,,,,,,,,0.0,,100.0,16.43,0.0,0.0,0.0,100.0,10.58,0.8109,89.42,0.1643
2024-06-21,1500.0,1079.85,0.18,0.01,0.18,0.0,1.0,1079.85,1500.0,1500.0,1079.85,,,,,,,,,,,,0.0,,100.0,16.43,0.0,0.0,0.0,100.0,10.69,0.8091,89.31,0.1643
2024-06-24,1500.0,1080.0,0.18,0.01,0.18,0.0,1.0,1080.0,1500.0,1500.0,1080.0,,,,,,,,,,,,0.0,,100.0,16.43,0.0,0.0,0.0,100.0,9.83,0.8226,90.17,0.1643
2024-06-25,8400.0,5713.68,1.01,0.06,1.01,0.01,3.0,4897.44,7200.0,7200.0,4897.44,5700.0,,5700.0,,,,,5700.0,0.0,,,0.01,,100.0,78.85,0.0,0.0,0.0,100.0,37.33,0.4982,59.83,0.9199
2024-06-26,6000.0,3996.0,0.72,0.04,0.72,0.0,2.0,3996.0,6000.0,6000.0,3996.0,,,,0.0,,1200.0,,,,,1200.0,0.0,0.0,100.0,55.4,0.0,0.0,0.0,100.0,4.93,0.9062,95.07,0.554
2024-06-27,300.0,189.0,0.04,0.0,0.04,0.0,0.0,189.0,300.0,300.0,189.0,,,,0.0,,5700.0,,,,,5700.0,0.0,0.0,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0311
2024-06-28,300.0,179.7,0.04,0.0,0.04,0.0,0.0,179.7,300.0,300.0,179.7,,,,,,,,,,,,0.0,,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0311
2024-07-01,300.0,174.0,0.04,0.0,0.04,0.0,0.0,174.0,300.0,300.0,174.0,,,,,,,,,,,,0.0,,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0311
2024-07-02,300.0,179.55,0.04,0.0,0.04,0.0,0.0,179.55,300.0,300.0,179.55,,,,,,,,,,,,0.0,,100.0,3.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0329
2024-07-03,300.0,198.0,0.04,0.0,0.04,0.0,0.0,198.0,300.0,300.0,198.0,,,,,,,,,,,,0.0,,100.0,3.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0329
2024-07-04,300.0,180.0,0.04,0.0,0.04,0.0,0.0,180.0,300.0,300.0,180.0,,,,,,,,,,,,0.0,,100.0,3.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0329
2024-07-05,2100.0,1260.0,0.25,0.01,0.25,0.0,1.0,720.0,1200.0,1200.0,720.0,900.0,,900.0,,,,,900.0,0.0,,,0.0,,100.0,11.96,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,0.2094
2024-07-08,2100.0,1446.9,0.25,0.01,0.25,0.0,1.0,826.8,1200.0,1200.0,826.8,,,,,,,,,,,,0.0,,100.0,11.96,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,0.2094
2024-07-09,2100.0,1384.32,0.25,0.01,0.25,0.0,1.0,791.04,1200.0,1200.0,791.04,,,,,,,,,,,,0.0,,100.0,11.96,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,0.2094
2024-07-10,2100.0,1373.4,0.25,0.01,0.25,0.0,1.0,784.8,1200.0,1200.0,784.8,,,,,,,,,,,,0.0,,100.0,11.96,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,0.2094
2024-07-11,2100.0,1403.01,0.25,0.01,0.25,0.0,1.0,801.72,1200.0,1200.0,801.72,,,,,,,,,,,,0.0,,100.0,10.57,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,0.1849
2024-07-12,2100.0,1501.5,0.25,0.01,0.25,0.0,1.0,858.0,1200.0,1200.0,858.0,,,,,,,,,,,,0.0,,100.0,9.59,0.0,0.0,0.0,100.0,14.42,0.7532,85.58,0.1678
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1200.0,,,,,1200.0,0.0,0.0,0.0,0.0,11318.0,7397.44,0.01,0.0,,0.0,,0.0
2024-07-16,8600.0,5073.14,1.03,0.05,1.03,0.01,3.0,5073.14,8600.0,8600.0,5073.14,,,8600.0,,,,,,0.01,8600.0,,0.01,,100.0,38.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.3888
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,8600.0,,,,,8600.0,0.0,0.01,0.0,0.0,11318.0,6570.1,0.01,0.0,,0.0,,0.0
2024-07-18,6700.0,3711.8,0.8,0.04,0.8,0.0,2.0,3711.8,6700.0,6700.0,3711.8,,,6700.0,,,,,,0.0,6700.0,,0.0,,100.0,37.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3719
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,6700.0,,,,,6700.0,0.0,0.0,0.0,0.0,8831.0,4768.74,0.0,0.0,,0.0,,0.0
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8831.0,4662.77,0.0,0.0,,0.0,,0.0
2024-07-23,6700.0,3551.67,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3551.67,,,,,,,,,,6700.0,,0.0,,100.0,41.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.4103
2024-07-24,6700.0,3297.07,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3297.07,,,,,,,,,,,,0.0,,100.0,69.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6957
2024-07-25,6700.0,3402.93,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3402.93,,,,,,,,,,,,0.0,,100.0,69.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6957
2024-07-26,6700.0,3382.83,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3382.83,,,,,,,,,,,,0.0,,100.0,69.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6957
2024-07-29,6700.0,3551.0,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3551.0,,,,,,,,,,,,0.0,,100.0,69.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6957
2024-07-30,6700.0,3363.4,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3363.4,,,,,,,,,,,,0.0,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.7587
2024-07-31,6700.0,3551.0,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3551.0,,,,,,,,,,,,0.0,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.7587
2024-08-01,6700.0,3619.34,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3619.34,,,,,,,,,,,,0.0,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.7587
2024-08-02,6700.0,3517.5,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3517.5,,,,,,,,,,,,0.0,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.7587
2024-08-05,6700.0,3371.44,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3371.44,,,,,,,,,,,,0.0,,100.0,44.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4487
2024-08-06,6700.0,3597.23,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3597.23,,,,,,,,,,,,0.0,,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-07,6700.0,3542.96,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3542.96,,,,,,,,,,,,0.0,,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-08,6700.0,3617.33,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3617.33,,,,,,,,,,,,0.0,,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-09,6700.0,3484.67,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3484.67,,,,,,,,,,,,0.0,,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-12,11800.0,5900.0,1.42,0.06,1.42,0.01,4.0,2550.0,11800.0,5100.0,5900.0,5100.0,,5100.0,,,,,5100.0,0.0,,,0.01,,100.0,85.32,0.0,0.0,0.0,100.0,44.62,0.5058,55.38,0.8532
2024-08-13,11800.0,5960.18,1.42,0.06,1.42,0.01,4.0,2576.01,11800.0,5100.0,5960.18,,,,,,,,,,,,0.01,,100.0,85.32,0.0,0.0,0.0,100.0,43.37,0.5088,56.63,0.8532
2024-08-14,6700.0,3597.23,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3597.23,,,,0.0,,5100.0,,,,,5100.0,0.0,0.0,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-15,6700.0,3546.98,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3546.98,,,,,,,,,,,,0.0,,100.0,45.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.4579
2024-08-16,6700.0,3297.07,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3297.07,,,,,,,,,,,,0.0,,100.0,45.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.4579
2024-08-19,6700.0,3351.34,0.8,0.03,0.8,0.0,2.0,0.0,6700.0,0.0,3351.34,,,,,,,,,,,,0.0,,100.0,45.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.4579
2024-08-20,6700.0,3524.2,0.8,0.04,0.8,0.0,2.0,0.0,6700.0,0.0,3524.2,,,,,,,,,,,,0.0,,100.0,48.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.4844
2024-08-21,6700.0,3533.58,0.8,0.04,0.8,0.0,2.0,0.0,6700.0,0.0,3533.58,,,,,,,,,,,,0.0,,100.0,32.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.3216
2024-08-22,1800.0,918.0,0.22,0.01,0.22,0.0,1.0,0.0,1800.0,0.0,918.0,,,,0.0,,4900.0,,,,,,0.0,,100.0,12.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.123
2024-08-23,1800.0,916.02,0.22,0.01,0.22,0.0,1.0,0.0,1800.0,0.0,916.02,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-08-26,1800.0,910.8,0.22,0.01,0.22,0.0,1.0,0.0,1800.0,0.0,910.8,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-08-27,1800.0,891.18,0.22,0.01,0.22,0.0,1.0,0.0,1800.0,0.0,891.18,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-08-28,1800.0,917.46,0.22,0.01,0.22,0.0,1.0,0.0,1800.0,0.0,917.46,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-08-29,1800.0,986.4,0.22,0.02,0.22,0.0,1.0,0.0,1800.0,0.0,986.4,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-08-30,1800.0,918.36,0.22,0.02,0.22,0.0,1.0,0.0,1800.0,0.0,918.36,,,,,,,,,,,,0.0,,100.0,18.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.1869
2024-09-02,7000.0,3395.0,0.84,0.07,0.84,0.0,2.0,2522.0,7000.0,5200.0,3395.0,5200.0,,5200.0,,,,,5200.0,0.0,,,0.0,,100.0,72.68,0.0,0.0,0.0,100.0,25.34,0.6216,74.66,0.7268
2024-09-03,5200.0,2288.0,0.62,0.05,0.62,0.0,2.0,2288.0,5200.0,5200.0,2288.0,,,,0.0,,1800.0,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
2024-09-04,5200.0,2288.0,0.62,0.05,0.62,0.0,2.0,2288.0,5200.0,5200.0,2288.0,,,,,,,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
2024-09-05,5200.0,2288.0,0.62,0.05,0.62,0.0,2.0,2288.0,5200.0,5200.0,2288.0,,,,,,,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
2024-09-06,5200.0,2241.2,0.62,0.04,0.62,0.0,2.0,2241.2,5200.0,5200.0,2241.2,,,,,,,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
2024-09-09,5200.0,2169.96,0.62,0.04,0.62,0.0,2.0,2169.96,5200.0,5200.0,2169.96,,,,,,,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
2024-09-10,5200.0,2048.8,0.62,0.04,0.62,0.0,2.0,2048.8,5200.0,5200.0,2048.8,,,,,,,,,,,,0.0,,100.0,53.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.5399
